Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Lachie Henderson,Geelong,31,31.04,Key Defender,14,5.164,75.357,57.929,0,0,0,0,93.5,9.786,3.286,13.071,83.607,83.942,82.609,74.863,0.929,2.786,258.357,19.765,2.071,6.31,2.286,5.719,3.214,9,12.214,26.316,3.786,1.929,0.071,0,0.214,0.214,6.429,0.786,0.071,1.071,0.143,0.214,0.929,-0.714,0.071,0.093,0,0,0,,1.214,0.071,2.5,28.571,0.643,33.333,1,0.071,0,0.071,0,100,1.857,9.286,0.714,0,3.5,5.357,4.071,2.714
Jackson Trengove,Western Bulldogs,30,30.16,Key Defender,1,7.5,63,38,0,0,0,0,68,2,6,8,87.5,50,100,25,0,1,16,2,1,8,1,8,2,6,8,25,3,0,0,1,0,1,1,0,0,0,0,2,1,1,10,17.857,2,20,2,100,4,1,1,0,0,,0,0,0,0,0,,1,7.143,1,0,4,10,5,3
Connor Ballenden,Brisbane,21,21.75,Key Forward,2,3.5,34,26,0,0,0,0,71.5,2.5,2,4.5,55.556,60,50,55.556,1,0,106.5,23.667,1,4.5,1,4.5,2.5,2.5,5,50,1.5,1.5,0,0.5,0,0.5,2.5,0.5,1.5,0.5,0.5,0.5,0.5,0,11.5,17.969,2.5,21.739,1,40,0.5,0,0,,1.5,33.333,1,0.5,0.5,1,0.5,50,2,9.524,0.5,0,0,5,2.5,0
Sam Skinner,Brisbane,23,23.5,Key Forward,2,-2.85,44.5,49.5,0,0,0,0,75.5,6,2.5,8.5,64.706,58.333,80,70.588,1.5,0.5,65,7.647,1.5,5.667,2.5,3.4,1,7.5,8.5,11.765,0,1,0,0,0,0,6.5,0,1.5,0,1,0,0.5,-0.5,4.5,7.031,0.5,11.111,0,0,1,0.5,0,,1,0,1,0.5,1,1.5,0,33.333,3,14.286,0,0,1,8.5,3,1
James Stewart,Essendon,26,26.82,Key Forward,10,5.04,54.9,40.1,0,0,0,0,78.6,5,2.5,7.5,64,62,68,66.667,1,0.6,130.6,17.413,1.4,5.357,1.4,5.357,3.4,4.1,7.5,45.333,1,1.3,0.3,0,0.3,0.3,3.3,1.3,1.4,0.7,0.6,0.6,0.8,-0.2,3.9,5.718,1,25.641,0.3,30,1,0.3,0.3,0,2.6,11.538,11,1.1,0.4,1.7,0.2,64.706,2.9,20.423,0.3,0,1.1,4.8,2,0.8
Riley Knight,Adelaide,25,25.76,Gen. Forward,1,1.8,24,25,0,0,0,0,77,2,1,3,100,100,100,66.667,1,0,74,24.667,2,1.5,1,3,1,2,3,33.333,2,1,0,0,0,0,1,0,0,1,0,0,2,-2,0,0,0,,0,,5,1,0,,1,0,0,0,0,0,0,,2,13.333,0,1,0,15,6,0
Majak Daw,North Melbourne,29,29.8,Key Forward,4,4.575,54,46,0,0,0,0,74.5,4.25,4.5,8.75,71.429,64.706,77.778,48.571,1.5,0,111.75,12.771,2.25,3.889,2.75,3.182,4,5,9,44.444,1,2.75,1.25,0.5,0.25,0.75,2.25,0.5,0.5,0.75,0.25,0.75,0.75,0,12,19.592,6.25,52.083,1,16,2,0.25,0,,2.75,0,3,0.75,0.25,1.5,0.25,50,2.5,18.519,0.5,0,2.25,7.25,3.25,1.75
Shane Savage,St Kilda,29,29.98,Gen. Defender,2,12.75,87,68,0,0,0,0,80.5,13,2.5,15.5,67.742,65.385,80,83.871,2.5,4,437.5,28.226,1,15.5,4,3.875,3.5,10,13.5,25.926,3,2.5,0,0,1,1,4,0.5,0,1,0,0,0,0,0,0,0,,0,,2,0,1.5,0,0,,1,0.5,1,2,0.5,25,4,17.778,1.5,0,5,7,4.5,4.5
Brayden Sier,Collingwood,23,23.05,Midfielder,3,8.033,73,53.333,2,0.667,1,0,74.667,4.667,12.667,17.333,76.923,42.857,89.474,26.923,2,0,158.333,9.135,3.667,4.727,3.333,5.2,7.667,10.667,18.333,41.818,0.667,4.333,0.333,1.667,3.333,5,1.333,0,0,0,0,0.333,2,-1.667,0,0,0,,0,,3.333,0.333,0,,0,,1,0.333,0.333,0.667,0.333,50,4,26.087,0.667,0,0.667,21.333,5.667,0
Connor Blakely,Fremantle,24,24.83,Midfielder,5,4.08,61,51.2,0,0,0,0,58.6,5.2,9.8,15,72,50,83.673,34.667,1,1,109.2,7.28,2.8,5.357,2.4,6.25,7,8.4,15.4,45.455,2.4,5,0.2,0.8,1.4,2.2,2.4,0.4,0.2,0.4,0.2,1,0.6,0.4,0,0,0,,0,,2.4,0.2,0.2,0,0,,0,0,0,0.2,0,0,1.4,11.111,0.8,0,1.2,13.6,6,0.4
Lachlan Hosie,North Melbourne,23,23.84,Gen. Forward,5,2.16,41.8,34.2,0,0,0,0,75,4.8,3,7.8,58.974,62.5,53.333,61.538,0.6,0.4,85.4,10.949,1.4,5.571,2.6,3,3,4.8,7.8,38.462,1,1.8,1,0,0.2,0.2,2.4,0.6,0.2,0.2,0.6,0.8,0.4,0.4,0,0,0,,0,,0.8,0,0,,0.8,25,3,0.6,0.2,0.8,0.2,75,1.4,12.963,0.4,0,0.6,12.6,3.8,0.4
Will Walker,North Melbourne,21,21.75,Midfielder,2,6.7,65,47.5,0,0,0,0,77.5,6,7,13,80.769,66.667,92.857,46.154,1,2,170,13.077,2,6.5,2.5,5.2,4.5,8.5,13,34.615,1.5,4,1,0,1.5,1.5,2,0,0,0,0,0,1.5,-1.5,0,0,0,,0,,3.5,1,0.5,0,0,,0,0,0,0,0.5,,1.5,12.5,0,0,0.5,11.5,5.5,0.5
Trey Ruscoe,Collingwood,19,19.15,Gen. Forward,4,4.975,38.5,30.5,0,0,0,0,68.25,4.25,1.5,5.75,60.87,58.824,66.667,73.913,0.5,0,90,15.652,1.5,3.833,1.25,4.6,2.25,3.25,5.5,40.909,0.25,1.5,1,0,0,0,1.25,0.25,0.25,0,0.25,0.25,0.25,0,0,0,0,,0,,0.75,0.5,0,,0.75,0,5,1.25,1,2.25,0,55.556,3,19.672,0,0,0.5,6,1,0
Ben Reid,Collingwood,31,31.67,Key Forward,2,2.6,43,30.5,0,0,0,0,72,3.5,2,5.5,63.636,71.429,50,63.636,1,0,107.5,19.545,1.5,3.667,2,2.75,3,2.5,5.5,54.545,0,1.5,0.5,0,0,0,1.5,0,0.5,0,1,1.5,0.5,1,3,4.38,0.5,16.667,0,0,0.5,0.5,0,,2.5,20,3,1.5,0,1.5,0,100,1.5,8.824,0,0,1,3.5,0.5,1
Jackson Thurlow,Sydney,26,26.76,Gen. Defender,8,6.787,75.25,55.75,2,0.25,1,0,77.5,8.125,5.25,13.375,71.963,64.615,83.333,60.748,1.25,2.5,211.5,15.813,1.25,10.7,2,6.688,4.125,9.25,13.375,30.841,2.875,2.875,0,0.125,0.75,0.875,3.375,0.25,0.125,0.5,0,0.5,0.25,0.25,0,0,0,,0,,2.125,0,0.75,16.667,0.375,33.333,3,0.375,0.25,0.875,0.125,42.857,2.375,17.925,0.875,0,2.75,10.25,6.625,1.875
Matt Eagles,Brisbane,30,30.89,Ruck,2,0.45,17.5,16.5,0,0,0,0,46,1,0,1,50,50,,100,0,0.5,17.5,17.5,1,1,1,1,1.5,0,1.5,100,1,1,0,0,0.5,0.5,0,0,0,0,0,0,0.5,-0.5,16.5,22,7,42.424,1,14.286,2,0.5,0,,0,,0,0,0,0,0,,0.5,2.273,0.5,0,1,6,2.5,0.5
Lynden Dunn,Collingwood,33,33.63,Key Defender,2,3.75,57.5,39.5,0,0,0,0,92.5,6,3,9,77.778,75,83.333,66.667,1.5,1,172.5,19.167,1,9,2.5,3.6,2,5.5,7.5,26.667,2.5,2,0.5,0,0,0,2.5,0,0,0,0,0.5,0.5,0,0,0,0,,0,,1.5,0,1.5,0,0,,1,0.5,0,0.5,0,100,0.5,3.846,0,0,5.5,6.5,4,5
Tim Broomhead,Collingwood,26,26.77,Gen. Forward,1,4,21,22,0,0,0,0,79,2,5,7,85.714,50,100,28.571,1,0,45,6.429,2,3.5,2,3.5,3,4,7,42.857,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,,2,0,0,,4,0,0,0,0,1,0,0,0,0,0,0,0,11,2,0
Dylan Clarke,Essendon,22,22.31,Mid-Forward,8,6.75,64.875,42.75,0,0,0,0,75.375,3.875,6.375,10.25,75.61,67.742,80.392,37.805,1,0.75,96.625,9.427,1.125,9.111,1.5,6.833,5,5.875,10.875,45.977,2,3.625,1.125,0.375,0.625,1,2.125,0.125,0.25,0.375,0.125,0.875,0.625,0.25,0,0,0,,0,,2.5,0.75,0.375,33.333,0.375,33.333,4,0.5,0,0.625,0,80,2.25,15.789,0.875,0,1.375,12,4.25,0.5
Josh Corbett,Gold Coast,24,24.69,Gen. Forward,7,2.371,50.857,43,0,0,0,0,79,6.429,2.429,8.857,56.452,51.111,70.588,72.581,1.857,0.143,181.286,20.468,1.857,4.769,3.429,2.583,4.286,5.143,9.429,45.455,0.714,1.857,0.429,0,0,0,4.429,1.143,1,0,1.429,1.143,1,0.143,0,0,0,,0,,1,0.286,0,,2.286,37.5,3,0.429,0.857,1.429,0.429,30,3,18.421,0.286,0,0.429,6.857,0.857,0.286
Tom Hutchesson,Greater Western Sydney,25,25.74,Gen. Forward,1,2.1,36,30,0,0,0,0,55,4,3,7,85.714,75,100,57.143,2,1,131,18.714,1,7,1,7,2,5,7,28.571,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,,0,,1,0,0,,0,,0,0,1,1,0,0,3,30,0,0,1,9,4,1
Rhys Mathieson,Brisbane,23,23.97,Mid-Forward,1,7.3,97,61,0,0,0,0,81,8,6,14,71.429,75,66.667,57.143,4,0,242,17.286,1,14,3,4.667,10,7,17,58.824,4,6,3,1,0,1,5,1,0,0,0,2,0,2,0,0,0,,0,,2,0,0,,0,,0,0,0,1,1,0,6,33.333,2,0,1,13,5,0
Ed Vickers-Willis,North Melbourne,24,24.76,Gen. Defender,6,5.25,63.667,46.333,0,0,0,0,81.333,6.667,5.333,12,73.611,67.5,81.25,55.556,1,1.833,105.167,8.764,2,6,2.167,5.538,4.167,7.833,12,34.722,4.5,3,0,0.167,0.167,0.333,3,0.5,0,1.333,0,0.667,0.667,0,0,0,0,,0,,2,0,1.833,9.091,0,,0,0,0,0,0,,1,9.091,0.5,0,3.5,10.167,7.5,2.833
Braydon Preuss,Melbourne,25,25.54,Ruck,3,3.933,62.667,50,0,0,0,0,71.667,5.333,2.333,7.667,65.217,56.25,85.714,69.565,2,0.667,158.667,20.696,2.667,2.875,1.667,4.6,5,2.667,7.667,65.217,2,1.667,0,0,0.667,0.667,2,1,0,1,0,1.667,0.333,1.333,33.667,47.642,21.333,63.366,7,32.812,0.333,0,0,,1.667,0,0,0,0,0.667,0,0,3.333,20,2.667,0,1,5.333,2.333,1
Josh Honey,Carlton,19,19.2,Gen. Forward,1,0,16,22,0,0,0,0,63,3,1,4,50,33.333,100,75,0,0,41,10.25,1,4,1,4,1,3,4,25,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,0,0,1,1,0,0,1,6.667,0,0,0,9,1,0
Josh Begley,Essendon,22,22.49,Gen. Forward,1,5.9,42,39,0,0,0,0,84,3,2,5,60,66.667,50,60,1,0,90,18,3,1.667,2,2.5,3,2,5,60,1,2,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,,0,,4,2,1,0,2,0,1,1,0,1,0,100,2,25,0,0,1,12,4,1
Kobe Mutch,Essendon,22,22.78,Gen. Defender,1,1.5,42,36,0,0,0,0,78,5,6,11,90.909,80,100,45.455,1,0,122,11.091,1,11,2,5.5,1,10,11,9.091,1,1,0,0,0,0,4,0,1,0,0,0,1,-1,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,25,0,0,0,12,6,0
Conor Glass,Hawthorn,23,23.25,Midfielder,4,4.375,50.75,48,0,0,0,0,76,6.5,4,10.5,66.667,61.538,75,61.905,1.75,0.75,202.75,19.31,2.75,3.818,3,3.5,2.25,8.75,11,20.455,1.5,1.5,0.25,0.25,0.5,0.75,3.25,0,0.25,0,0,0,0.25,-0.25,0,0,0,,0,,2.5,0,0.75,66.667,0.25,0,1,0.25,0,0.25,0,100,1.25,8.197,0.25,0.25,2.75,15.25,8,1
Nic Reid,West Coast,25,25.32,Gen. Forward,3,4.333,37.333,29,0,0,0,0,67.667,2.667,4.333,7,61.905,62.5,61.538,38.095,2.333,0.333,93.667,13.381,1.667,4.2,2.333,3,3.333,3.333,6.667,50,2.333,3,1,0,0,0,0.333,0,0,0,0,0.333,0.667,-0.333,0,0,0,,0,,2.667,2,0,,0.333,0,1,0.333,0.333,0.667,0.333,50,1.667,9.434,1,0.333,0,11.333,2.667,0
Michael Hartley,Hawthorn,27,27.56,Key Defender,2,8.7,84.5,50,0,0,0,0,98.5,10,4,14,89.286,95,75,71.429,0,7.5,373,26.643,1.5,9.333,3.5,4,3,4,7,42.857,5.5,2,0,0,0,0,1.5,0.5,0,1,0,0.5,1,-0.5,0,0,0,,0,,2.5,0,2,25,0,,0,0,0,0,0,,2,11.765,1.5,0,4,7,7,4
Daniel Howe,Hawthorn,25,25.07,Midfielder,5,8.28,58,44.4,0,0,0,0,80.2,7.2,3.4,10.6,75.472,69.444,88.235,67.925,1.6,0.8,184.2,17.377,0.8,13.25,1.8,5.889,2.8,7.4,10.2,27.451,2.4,1.6,0,0,0.6,0.6,3.2,0.2,0,0.8,0,0.6,0.2,0.4,0,0,0,,0,,1,0,0.6,0,0,,2,0.4,0,0.4,0.6,100,3.6,23.077,1,0,2.8,10.8,6.4,1.8
Irving Mosquito,Essendon,20,20.35,Gen. Forward,4,4.125,54.75,36.25,0,0,0,0,65.25,3.75,4.25,8,78.125,66.667,88.235,46.875,0.75,0.25,104.25,13.031,0.75,10.667,1.75,4.571,3,5.25,8.25,36.364,0.5,2.25,1.25,0,0.5,0.5,2.25,0.25,0.5,0,0.75,0.25,0.5,-0.25,0,0,0,,0,,1.75,0.75,0,,0.5,0,2,0.5,1,1.5,0.5,33.333,2.75,16.923,0,0.25,0.25,12.75,3,0
Flynn Appleby,Collingwood,21,21.94,Gen. Forward,1,0,57,40,0,0,0,0,80,4,5,9,66.667,25,100,44.444,1,0,45,5,2,4.5,2,4.5,5,5,10,50,3,3,2,0,0,0,1,1,1,0,0,2,1,1,0,0,0,,0,,2,1,0,,2,0,1,1,2,4,0,25,3,20,1,0,2,6,0,1
Levi Greenwood,Collingwood,31,31.86,Midfielder,6,3.9,57.333,47,1,0.167,1,0,74.833,6.167,5.5,11.667,61.429,48.649,75.758,52.857,1.667,0.333,143.167,12.271,2,5.833,2.5,4.667,4.833,7.5,12.333,39.189,2.667,4,0.667,0.167,0.833,1,1.333,0,0,0.167,0.333,0.333,0.167,0.167,0,0,0,,0,,3.167,0.667,0,,0.167,0,1,0.167,0,0.333,0,50,1,8,0.5,0.333,1.167,14.333,5.667,0.5
Mark Hutchings,West Coast,29,29.6,Mid-Forward,3,2.3,29.333,31.333,0,0,0,0,59,5,3,8,50,33.333,77.778,62.5,1.667,0.667,111.667,13.958,1,8,2,4,2.667,5.667,8.333,32,1.667,2,0.333,0.333,1,1.333,1.667,0,0,0,0.333,0,0,0,0,0,0,,0,,1.333,0.333,0,,0,,0,0,0,0,0,,0.667,4.651,0.333,0,0.667,9.667,5,0
Tory Dickson,Western Bulldogs,33,33.26,Gen. Forward,1,2.7,16,13,0,0,0,0,83,0,4,4,75,,75,0,0,0,-6,-1.5,0,,0,,1,3,4,25,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,,0,,1,0,0,,0,,0,0,0,0,0,,0,0,0,0,1,12,6,0
Josh Wagner,Melbourne,26,26.52,Gen. Defender,2,7.1,70.5,44.5,0,0,0,0,64.5,7,5.5,12.5,80,78.571,81.818,56,0,1.5,126,10.08,1.5,8.333,2.5,5,7,6,13,53.846,5,6,0,0.5,0.5,1,2.5,0.5,0,1,0.5,0.5,0.5,0,0,0,0,,0,,1.5,0,0.5,0,0,,0,0,0,0,0,,1.5,10.714,1,0,1,5,2.5,0.5
Keidean Coleman,Brisbane,20,20.75,Gen. Forward,5,4.64,53,44.2,0,0,0,0,78.2,5,3.4,8.4,59.524,52,70.588,59.524,1.4,0.4,118.8,14.143,3,2.8,3,2.8,4,4.2,8.2,48.78,0.6,2.8,0.8,0.2,0.6,0.8,1.8,0.2,0.2,0,0.4,0.6,1.8,-1.2,0,0,0,,0,,4.8,1.4,0,,0.4,0,2,0.4,0.2,1,0.4,40,2.4,12.632,0.2,0.2,0.4,17.2,4.8,0.2
Max Lynch,Collingwood,22,22.3,Key Forward,1,2.2,22,24,0,0,0,0,58,1,1,2,100,100,100,50,1,0,60,30,2,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,11,14.286,2,18.182,1,50,5,2,0,,3,0,0,0,0,0,0,,0,0,0,0,0,12,2,0
Flynn Perez,North Melbourne,19,19.35,Gen. Defender,3,3.633,45,39.667,0,0,0,0,78.667,5,4.333,9.333,60.714,46.667,76.923,53.571,0.667,1.333,163.333,17.5,1.667,5.6,1.333,7,3.333,6.667,10,33.333,2.667,1.667,0,0,0.333,0.333,2.333,0.667,0,1,0,0.333,0.667,-0.333,0,0,0,,0,,2.667,0,0.667,0,0,,0,0,0,0,0,,1.333,11.111,0,0,2,10.667,8.667,1
Damon Greaves,Hawthorn,20,20.6,Gen. Defender,3,4.967,90.667,70.333,2,0.667,1,0,82.333,11.667,5.667,17.333,90.385,94.286,82.353,67.308,1.333,6.667,352.667,20.346,0.333,52,4,4.333,3.333,12,15.333,21.739,2.333,3,0,0,0.333,0.333,5.667,0,0,0,0,0.333,0,0.333,0,0,0,,0,,1.667,0,1.667,60,0,,0,0,0,0,0.667,,3.333,18.519,0,0,1,8.667,7.333,1
Ryan Abbott,St Kilda,29,29.51,Ruck,1,2.8,34,22,0,0,0,0,54,2,1,3,100,100,100,66.667,1,0,81,27,0,,1,3,0,3,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,16.949,2,20,1,50,0,0,0,,0,,1,1,0,1,0,100,2,8,0,0,0,3,1,0
Josh Jenkins,Geelong,31,31.89,Ruck,1,9.2,86,69,0,0,0,0,87,8,6,14,64.286,87.5,33.333,57.143,4,1,206,14.714,0,,3,4.667,8,7,15,53.333,3,6,0,2,0,2,3,1,0,1,0,1,0,1,28,44.444,7,25,2,28.571,4,0,1,0,1,0,0,0,0,0,0,,3,13.043,3,0,0,11,3,0
Sam J. Reid,Greater Western Sydney,31,31.14,Gen. Defender,3,3.867,30.333,24,0,0,0,0,73,2.333,3.333,5.667,94.118,85.714,100,41.176,0.667,0,72.333,12.765,1.333,4.25,1.333,4.25,1.333,5,6.333,21.053,1.667,1,0,0,0,0,1.333,0,0,0.333,0,0.333,0.667,-0.333,0,0,0,,0,,2,0,0.333,100,0,,0,0,0,0,0.333,,0.333,2.174,0.333,0,2,8.667,6.333,1.333
Hamish Brayshaw,West Coast,22,22.89,Gen. Forward,1,2.5,25,22,0,0,0,0,58,3,2,5,80,66.667,100,60,1,0,45,9,0,,0,,2,2,4,50,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,,0,,1,1,0,,0,,0,0,1,1,0,0,1,5,0,0,0,14,8,0
Ben Jarvis,Geelong,20,20.43,Gen. Forward,1,1.2,37,27,0,0,0,0,62,3,2,5,80,66.667,100,60,0,0,118,23.6,0,,0,,2,4,6,33.333,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,0,,1,1,0,,0,,0,0,1,1,0,0,2,18.182,0,0,1,8,0,0
Taylor Garner,North Melbourne,26,26.97,Gen. Forward,2,3.55,45,41.5,0,0,0,0,74.5,4,6.5,10.5,57.143,50,61.538,38.095,1.5,0,71.5,6.81,4,2.625,4.5,2.333,5.5,5.5,11,50,1.5,4.5,0.5,0,0,0,2.5,0,0.5,0.5,1,0.5,1.5,-1,0,0,0,,0,,2.5,1,0,,0,,1,0.5,0,0.5,0,100,2,16.667,0,0,1,12.5,3,0.5
Lochie O'Brien,Carlton,21,21.28,Midfielder,1,5.6,42,36,0,0,0,0,67,5,2,7,71.429,60,100,71.429,0,1,104,14.857,1,7,1,7,2,5,7,28.571,1,2,0,0,1,1,2,0,1,0,0,0,1,-1,0,0,0,,0,,2,0,0,,0,,1,1,0,1,0,100,3,18.75,0,0,0,16,8,0
Luke Foley,West Coast,21,21.23,Gen. Defender,1,3.3,34,19,0,0,0,0,73,3,0,3,100,100,,100,1,0,77,25.667,0,,0,,1,3,4,25,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,0,,1,0,0,,0,,0,0,0,0,0,,1,7.143,0,0,4,8,5,2
Kieran Strachan,Adelaide,25,25.23,Ruck,1,3,39,31,0,0,0,0,78,1,3,4,75,100,66.667,25,0,0,-17,-4.25,2,2,1,4,4,1,5,80,0,2,0,0,0,0,0,0,0,0,0,2,2,0,28,41.791,10,35.714,2,20,4,0,0,,3,0,0,0,0,0,0,,2,13.333,0,0,2,15,9,2
Harry Schoenberg,Adelaide,19,19.85,Mid-Forward,8,6.438,58.75,41.25,4,0.5,2,0,76.125,5,6.75,11.75,68.085,67.5,68.519,42.553,1.875,0.5,155.125,13.202,1.625,7.231,2,5.875,5.75,6.625,12.375,46.465,1.25,4.375,0.875,0.375,1.25,1.625,1.375,0,0.125,0,0,0.375,0.5,-0.125,0,0,0,,0,,1.875,0.375,0,,0,,3,0.375,0,0.375,0.125,100,2.875,17.969,0.25,0,0.5,13,4.875,0
Brandon Ellis,Gold Coast,27,27.41,Midfielder,16,7.938,83.875,72.188,6,0.375,2,0,86.375,12.125,6.188,18.312,72.696,65.979,85.859,66.212,2.688,1.812,314.812,17.191,2.938,6.234,3.688,4.966,5.188,12.25,17.438,29.749,4.125,3.875,0.188,0.312,1,1.312,4.25,0.188,0.062,0.812,0.062,0.812,0.812,0,0,0,0,,0,,2.562,0.062,0.188,100,0.125,0,5,0.312,0.188,0.5,0.125,62.5,3.062,18.421,1,0.562,1,12.375,7.5,0.75
Max King,St Kilda,20,20.48,Key Forward,18,6.144,61.111,42.222,0,0,0,0,85.056,4.667,2.944,7.611,61.314,50,79.245,61.314,1,0.056,124.944,16.416,1.389,5.48,1.944,3.914,4.944,3.056,8,61.806,0.778,2.667,1.444,0,0.056,0.056,3.167,1.667,1.667,0.111,0.778,0.556,0.667,-0.111,3.778,5.342,0.944,25,0.222,23.529,1.222,0.889,0,,3,12.963,22,1.222,1.111,2.667,0.278,45.833,3.778,21.587,0.389,0,1.222,7.222,0.944,0.944
William Hamill,Adelaide,20,20.12,Gen. Defender,8,3.188,39.25,32.125,0,0,0,0,62.875,4.125,4.375,8.5,75,69.697,80,48.529,0.375,1.625,133.25,15.676,2.125,4,2.125,4,2.875,6.125,9,31.944,3.25,2.125,0,0,0.125,0.125,1.875,0,0,0.375,0,1,0.875,0.125,0,0,0,,0,,1.75,0,0.75,33.333,0,,0,0,0,0,0.25,,1.125,8.654,0.375,0,1,6.125,4.75,0.5
Jack Silvagni,Carlton,23,23.03,Gen. Forward,3,3.467,35.333,27.667,0,0,0,0,55,4,1.333,5.333,62.5,58.333,75,75,0.667,0,91,17.062,0.667,8,1,5.333,3.333,2.667,6,55.556,0.667,2,0.667,0,0,0,1.667,0.667,0.667,0,0.333,0.667,0,0.667,0,0,0,,0,,0.667,0,0,,0.333,100,2,0.667,0.667,1.667,0,40,3,15.789,0.333,0,0.667,6.667,2,0.333
Paddy Dow,Carlton,21,21.2,Mid-Forward,3,2.833,37.667,34.333,0,0,0,0,68.333,4,5,9,59.259,50,66.667,44.444,1,0.333,124.667,13.852,1,9,1.667,5.4,4.333,5,9.333,46.429,1,3.667,0.667,0.667,0.667,1.333,2,0,0.667,0,0,0.667,0.333,0.333,0,0,0,,0,,1,0,0.333,100,0.333,0,1,0.333,0.667,1.333,0.333,25,2,12.5,0.667,0.333,0,11.333,4.333,0
Sam Walsh,Carlton,20,20.49,Midfielder,17,9.724,101.118,77.353,38,2.235,8,8,84.471,11.353,9.176,20.529,65.043,55.44,76.923,55.301,3.882,1.529,320.882,15.63,3.059,6.712,4.824,4.256,8.412,12.529,20.941,40.169,3.647,7.353,1.235,0.471,2.176,2.647,4.294,0.118,0.059,0.471,0.588,0.412,0.824,-0.412,0,0,0,,0,,2.765,0.353,0.235,25,0.118,0,8,0.471,0.235,0.765,0.294,61.538,4,23.693,1,0.235,0.765,16,6.882,0.353
Liam Jones,Carlton,29,29.84,Key Defender,17,8.559,72.118,38.765,7,0.412,3,1,95.059,6.529,1.412,7.941,71.111,69.369,79.167,82.222,1,1.706,130.176,16.393,1.647,4.821,1.882,4.219,3.941,3.824,7.765,50.758,5.824,1.765,0,0,0,0,4.235,1.294,0.118,2.765,0,0.529,0.882,-0.353,0,0,0,,0,,1.412,0,5.176,9.091,0.059,0,0,0,0.118,0.118,0,0,1.118,6.62,0.765,0,9.941,5,4,8.824
Levi Casboult,Carlton,30,30.79,Key Forward,17,4.412,65.118,53.706,17,1,2,2,88.353,6.588,2.353,8.941,57.237,54.464,65,73.684,1.294,0.353,136.588,15.276,2.765,3.234,3.235,2.764,4.765,4.235,9,52.941,1.353,2.118,0.882,0.059,0.706,0.765,4.706,1.765,1.471,0.647,1.235,0.529,1.294,-0.765,14.529,19.51,5.059,34.818,1.235,24.419,1.824,0.647,0.412,57.143,2.706,19.565,16,0.941,0.471,2.059,0.118,45.714,3.353,19.861,0.824,0,1.059,8.765,2.765,0.941
Jack Newnes,Carlton,27,27.84,Midfielder,17,8.1,74.765,57.294,1,0.059,1,1,80.176,8.176,4.882,13.059,68.919,64.029,77.108,62.613,2.294,1.235,234,17.919,2.059,6.343,2.765,4.723,4.059,8.471,12.529,32.394,2.118,3.412,1.235,0,0.412,0.412,3.118,0,0.353,0.412,0.412,0.412,0.647,-0.235,0,0,0,,0,,2.588,0.941,0.059,0,0.235,25,13,0.765,0.235,1.059,0.353,72.222,3,17.77,0.412,0,0.471,8.529,3.647,0.059
Sam Docherty,Carlton,27,27.2,Gen. Defender,16,7.569,92.312,70.75,13,0.812,4,1,82.438,13.438,5.125,18.562,76.094,74.419,80.488,72.391,1.875,5.125,372.875,20.088,2.312,8.027,3.75,4.95,5.188,11.438,16.625,31.203,5.75,4,0.062,0.062,0.438,0.5,5.188,0.125,0,1,0.062,0.938,0.375,0.562,0,0,0,,0,,1.188,0.062,1.625,34.615,0,,0,0,0.062,0.062,0.062,0,2.875,16.667,1.312,0.312,1.812,6.875,4.5,1.375
